@RELATION electricity_data

@ATTRIBUTE peak_demand REAL
@ATTRIBUTE temperature REAL
@ATTRIBUTE population REAL
@ATTRIBUTE income REAL
@ATTRIBUTE is_holiday {0,1}

@DATA
1216.57,18.67,28400000,1216,0
1158.93,20.2,28400000,1216,1
1207.95,21.9,28400000,1216,0
1213.73,21.87,28400000,1216,0
1194.29,21.93,28400000,1216,0
1215.51,21.27,28400000,1216,0
1231.69,20.7,28400000,1216,0
1227.42,20,28400000,1216,0
1160,21.03,28400000,1216,1
1218.27,22.53,28400000,1216,0
1225.14,19.83,28400000,1216,0
1216.68,22.67,28400000,1216,0
1214.62,21.67,28400000,1216,0
1243.57,20.47,28400000,1216,0
1225.42,21,28400000,1216,0
1150.72,21.27,28400000,1216,1
1223.72,22.4,28400000,1216,0
1175.59,21.53,28400000,1216,0
1076.85,20.67,28400000,1216,0
1148.78,21.2,28400000,1216,0
1192.73,22.3,28400000,1216,0
1174.38,22.23,28400000,1216,0
1123.76,21.97,28400000,1216,1
1161.29,22.33,28400000,1216,0
1174.97,23.3,28400000,1216,0
1186.2,22.6,28400000,1216,0
1138.11,18.63,28400000,1216,0
1149.28,21.77,28400000,1216,0
1105.77,21.3,28400000,1216,0
1101.99,19.27,28400000,1216,1
1191.09,22.37,28400000,1216,0
1129.5,21.67,28400000,1216,0
1195.14,20.8,28400000,1216,0
1192.17,21.33,28400000,1216,0
1202.8,21.77,28400000,1216,0
1198.72,22.93,28400000,1216,0
1146.92,23.83,28400000,1216,1
1166.74,23.93,28400000,1216,0
1167.81,23.8,28400000,1216,0
1164.59,23.17,28400000,1216,0
1155.06,23.63,28400000,1216,0
1140.2,20.9,28400000,1216,0
1090.82,19.43,28400000,1216,0
1131.97,17.03,28400000,1216,1
1145.08,21.1,28400000,1216,0
1136.21,23,28400000,1216,0
1176.21,23.87,28400000,1216,0
1147.47,24.83,28400000,1216,0
1117.59,22.43,28400000,1216,0
1148.48,22.9,28400000,1216,0
1015.15,23.57,28400000,1216,1
1141.27,21.13,28400000,1216,0
1114.15,22.5,28400000,1216,0
1114.27,21.97,28400000,1216,0
1116.1,24.53,28400000,1216,0
1107.54,25.87,28400000,1216,0
1080.65,26.97,28400000,1216,0
1011.56,26.7,28400000,1216,1
1114.74,23.47,28400000,1216,0
1109.23,24.77,28400000,1216,0
1110.92,24.77,28400000,1216,0
1036.62,18.5,28400000,1216,0
1112.78,19.27,28400000,1216,0
1151.48,22.4,28400000,1216,0
1075.13,22.97,28400000,1216,1
1156.28,23.23,28400000,1216,0
1047.11,25.43,28400000,1216,1
1102.44,24.73,28400000,1216,0
1148.84,24.27,28400000,1216,0
1129.02,25,28400000,1216,0
1097.24,24.97,28400000,1216,1
1060.22,25.63,28400000,1216,1
1098.34,27.4,28400000,1216,0
1110.44,28.1,28400000,1216,0
1142.41,29.23,28400000,1216,0
1145.44,30.37,28400000,1216,0
1092.82,29.83,28400000,1216,0
1134.97,29.97,28400000,1216,0
1091.02,29.9,28400000,1216,1
1132.36,28.8,28400000,1216,0
1139.28,28.57,28400000,1216,0
1105.84,27.4,28400000,1216,0
958.68,27.5,28400000,1216,1
946.68,29.1,28400000,1216,1
1031.31,30.13,28400000,1216,0
1029.42,29.57,28400000,1216,1
1125.19,29.83,28400000,1216,0
1098.9,29.03,28400000,1216,0
1033.36,24.1,28400000,1216,0
1121.99,26.87,28400000,1216,0
1140.32,29.47,28400000,1216,0
1136.04,28.9,28400000,1216,0
1086.54,27.43,28400000,1216,1
1149.16,28.6,28400000,1216,0
1162.43,28.17,28400000,1216,0
1159.28,29.33,28400000,1216,0
1152.76,28.43,28400000,1216,0
1168.42,27.6,28400000,1216,0
1155.53,26.33,28400000,1216,0
992.64,22.27,28400000,1216,1
1089.28,26.37,28400000,1216,0
1112.86,27.87,28400000,1216,0
1100.31,26.57,28400000,1216,0
1174.31,28,28400000,1216,0
1167.4,30.13,28400000,1216,0
1201.28,31.23,28400000,1216,0
1013.84,31.87,28400000,1216,1
994.56,30.1,28400000,1216,1
989.64,30.33,28400000,1216,0
980.29,31.23,28400000,1216,0
1060.01,28.17,28400000,1216,0
1126.58,31.1,28400000,1216,0
1072.72,31.2,28400000,1216,0
1072.19,30.43,28400000,1216,1
1142.59,29.37,28400000,1216,0
1093.84,29.17,28400000,1216,0
1165.33,28.1,28400000,1216,0
1173.65,31.4,28400000,1216,0
1143.63,32.03,28400000,1216,0
1180.81,29.93,28400000,1216,0
1107.23,31.6,28400000,1216,1
1236.32,31,28400000,1216,0
1162.62,31.53,28400000,1216,0
1205.86,31.1,28400000,1216,0
1173.11,32.4,28400000,1216,1
1230.57,32.57,28400000,1216,0
1113.5,28.33,28400000,1216,0
1184.62,28.47,28400000,1216,1
1228.78,32.17,28400000,1216,0
1223.66,32.07,28400000,1216,0
1255.53,32.37,28400000,1216,0
1259.08,31.8,28400000,1216,0
1265.05,32.13,28400000,1216,0
1296.02,32.8,28400000,1216,0
1214.91,31.97,28400000,1216,1
1203.9,33.03,28400000,1216,0
1212.3,29.77,28400000,1216,0
1149.89,30.83,28400000,1216,0
1220.82,30.1,28400000,1216,0
1152.99,29.93,28400000,1216,0
1195.36,31.57,28400000,1216,0
1164.41,32.57,28400000,1216,1
1281.42,33.1,28400000,1216,0
1225.74,32.9,28400000,1216,0
1246.74,32.27,28400000,1216,0
1132.73,32.23,28400000,1216,0
1210.04,30.73,28400000,1216,0
1177.45,31.13,28400000,1216,0
1160.85,31,28400000,1216,1
1256.45,31.53,28400000,1216,0
1237.02,33.03,28400000,1216,0
1270.6,32.5,28400000,1216,0
1170.72,32.4,28400000,1216,0
1193.87,30.97,28400000,1216,0
1240.75,29.43,28400000,1216,0
1110.85,31.57,28400000,1216,1
1203.96,29.77,28400000,1216,0
1219.72,31.37,28400000,1216,0
1281.5,31.1,28400000,1216,0
1309.52,31.8,28400000,1216,0
1237.66,31.22,28400000,1216,0
1210.41,32.77,28400000,1216,0
1228.28,32.97,28400000,1216,1
1216.92,32.63,28400000,1216,0
1222.84,31.37,28400000,1216,0
1232.02,31.73,28400000,1216,0
1226.47,32.87,28400000,1216,0
1296.93,34.37,28400000,1216,0
1293.64,35.17,28400000,1216,0
1291.99,33.37,28400000,1216,1
1290.34,33.4,28400000,1216,0
1248.55,32.27,28400000,1216,0
1249.21,31.93,28400000,1216,0
1309.93,32.7,28400000,1216,0
1308.05,32.3,28400000,1216,0
1235.76,33.53,28400000,1216,0
1234.5,29.43,28400000,1216,1
1260.55,32.3,28400000,1216,0
1302,34.23,28400000,1216,0
1343.06,33.9,28400000,1216,0
1228.49,31.97,28400000,1216,0
1263.19,31.53,28400000,1216,0
1303.81,32,28400000,1216,0
1278.01,31.93,28400000,1216,1
1330.28,31.9,28400000,1216,0
1306.33,34.43,28400000,1216,0
1273.35,33.3,28400000,1216,0
1299.61,32.87,28400000,1216,0
1285.86,33.2,28400000,1216,0
1310.19,32.9,28400000,1216,0
1201.54,33.17,28400000,1216,1
1259.72,31.23,28400000,1216,0
1227.36,29.67,28400000,1216,0
1201.72,27.77,28400000,1216,0
1173.73,27.73,28400000,1216,0
1085.49,29.27,28400000,1216,0
990.36,27.3,28400000,1216,0
1078.01,27.4,28400000,1216,1
1086.47,28.53,28400000,1216,0
1120.26,30.3,28400000,1216,0
1125.27,30.47,28400000,1216,0
1175.86,32.37,28660000,1180,0
1199.61,32.63,28660000,1180,0
1194.66,32.57,28660000,1180,0
1165.9,32.67,28660000,1180,1
1212.95,32.43,28660000,1180,0
1240.28,30.37,28660000,1180,0
1211.05,29.17,28660000,1180,0
1226.43,26.5,28660000,1180,0
1190.39,30.1,28660000,1180,0
1231.18,31.37,28660000,1180,0
1177.38,30.77,28660000,1180,1
1190.15,32.13,28660000,1180,0
1236.53,32.53,28660000,1180,0
1244.7,31.77,28660000,1180,0
1259.66,32.82,28660000,1180,0
1230.69,32.23,28660000,1180,0
1234.56,32.17,28660000,1180,0
1158.4,32.13,28660000,1180,1
1268.03,31.53,28660000,1180,0
1275.01,32.1,28660000,1180,0
1285.3,34.2,28660000,1180,0
1295.59,32,28660000,1180,0
1233.24,32.67,28660000,1180,0
1254.87,32.03,28660000,1180,0
1282.2,32.97,28660000,1180,1
1313.08,33.63,28660000,1180,0
1281.65,35.5,28660000,1180,0
1255.69,32.83,28660000,1180,0
1265.56,31.57,28660000,1180,0
1240.63,30.7,28660000,1180,0
1257.85,31.77,28660000,1180,0
1270.41,32.2,28660000,1180,1
1235.17,32.67,28660000,1180,0
1274.77,31.2,28660000,1180,0
1313.39,32.27,28660000,1180,0
1270.68,33.23,28660000,1180,0
1327.49,33.2,28660000,1180,0
1189.75,33.13,28660000,1180,0
1222.96,31.37,28660000,1180,1
1302.33,30.9,28660000,1180,0
1324.02,33.6,28660000,1180,0
1376.39,33.2,28660000,1180,0
1307.63,33.5,28660000,1180,0
1348.69,31.17,28660000,1180,0
1365.74,33.57,28660000,1180,0
1255.75,32.4,28660000,1180,1
1309.4,31,28660000,1180,0
1266.54,33.8,28660000,1180,0
1332.39,32.47,28660000,1180,0
1391.29,30.67,28660000,1180,0
1383,31.83,28660000,1180,0
1325.72,31.77,28660000,1180,0
1304.25,32.03,28660000,1180,1
1397.53,31.03,28660000,1180,0
1407.94,32.17,28660000,1180,0
1399.29,32.33,28660000,1180,0
1359.92,31.43,28660000,1180,0
1312.63,31.77,28660000,1180,0
1356.36,29.17,28660000,1180,0
1229.36,27.97,28660000,1180,1
1366.79,29.2,28660000,1180,0
1241.99,30.33,28660000,1180,0
1229.86,25.57,28660000,1180,0
1024.44,25.4,28660000,1180,0
1263,28.4,28660000,1180,0
1303.34,31.5,28660000,1180,1
1270.41,31.4,28660000,1180,1
1261.34,30.17,28660000,1180,0
1287.1,29.9,28660000,1180,0
1303.44,28.97,28660000,1180,0
1244.09,27.6,28660000,1180,0
1181.28,28.2,28660000,1180,0
1203.44,28.13,28660000,1180,0
1088.52,26.05,28660000,1180,1
1116.67,26.37,28660000,1180,0
1214.36,27.33,28660000,1180,0
1292.71,28.73,28660000,1180,0
1284.7,28.57,28660000,1180,0
1252.03,30.73,28660000,1180,0
1222.63,30.97,28660000,1180,0
1157.09,30.7,28660000,1180,1
1098.17,30.93,28660000,1180,1
1068.6,31.37,28660000,1180,1
970.74,28.8,28660000,1180,1
1057.49,28.63,28660000,1180,1
1131.44,29.73,28660000,1180,0
1175.26,29.63,28660000,1180,0
1152.81,29.57,28660000,1180,1
1220.88,29.37,28660000,1180,0
1265.72,29.67,28660000,1180,0
1299.52,29.63,28660000,1180,0
1242.06,30.4,28660000,1180,0
1313.6,30.13,28660000,1180,0
1295.72,29.27,28660000,1180,0
1195.01,29.57,28660000,1180,1
1243.14,25.27,28660000,1180,0
1243.19,27.1,28660000,1180,0
1285.69,28.53,28660000,1180,0
1216.6,25.27,28660000,1180,0
1278.99,26.67,28660000,1180,0
1276,25.22,28660000,1180,0
1179.82,26.63,28660000,1180,1
1128.88,27.3,28660000,1180,1
1131.87,27.4,28660000,1180,1
1080.05,28.53,28660000,1180,1
1130.66,27.5,28660000,1180,0
1209.32,28.47,28660000,1180,0
1142.64,27.7,28660000,1180,0
1067.35,28.5,28660000,1180,1
1111.77,29,28660000,1180,0
1128.53,28.6,28660000,1180,0
1169.69,27.77,28660000,1180,0
1199.38,26.97,28660000,1180,0
1197.83,27.5,28660000,1180,0
1162.35,27.47,28660000,1180,0
1127.91,27.93,28660000,1180,1
1182.71,27.9,28660000,1180,0
1166.86,27.37,28660000,1180,0
1182.09,27.23,28660000,1180,0
1198.55,27.53,28660000,1180,0
1186.94,28.73,28660000,1180,0
1222.07,28.93,28660000,1180,0
1086.71,27.27,28660000,1180,1
1189.36,27.03,28660000,1180,0
1176.21,25.97,28660000,1180,0
1142.31,24.9,28660000,1180,0
1144.51,25.27,28660000,1180,0
1161.65,25.1,28660000,1180,0
1139.35,25.07,28660000,1180,0
1084.53,24.47,28660000,1180,1
1167.59,24.07,28660000,1180,0
1141.4,23.47,28660000,1180,0
1166.2,25.13,28660000,1180,0
1167.88,26.03,28660000,1180,0
1168.99,26.5,28660000,1180,0
1183.22,24.2,28660000,1180,0
1103.48,24.83,28660000,1180,1
1172.69,24.17,28660000,1180,0
1150.75,22.9,28660000,1180,0
1161.17,22.9,28660000,1180,0
1197.23,23.47,28660000,1180,0
1206.31,24.53,28660000,1180,0
1217.32,24.03,28660000,1180,0
1139.28,23.53,28660000,1180,1
1202.08,23.47,28660000,1180,0
1227.56,22.47,28660000,1180,0
1231.13,22.3,28660000,1180,0
1183.29,22,28660000,1180,0
1242.1,20.17,28660000,1180,0
1109.11,18.78,28660000,1180,0
1081.32,21.07,28660000,1180,1
1236.97,20.5,28660000,1180,0
1210.12,20.47,28660000,1180,0
1228.38,20.3,28660000,1180,0
1229.62,19.63,28660000,1180,0
1239.79,19,28660000,1180,0
1211.91,18.92,28660000,1180,0
1169.52,19.1,28660000,1180,1
1273.53,20.12,28660000,1180,0
1264.16,19.23,28660000,1180,0
1301.91,19.77,28660000,1180,0
1305.7,19.67,28660000,1180,0
1339.96,17.08,28660000,1180,0
1307.69,17.28,28660000,1180,0
1287.16,18.8,28660000,1180,1
1335.53,19.65,28660000,1180,0
1352.04,20.03,28660000,1180,0
1358.73,21.7,28660000,1180,0
1303.22,20.9,28660000,1180,0
1340.07,21.83,28660000,1180,0
1298.73,17.57,28660000,1180,0
1285.17,23,28660000,1180,1
1347.84,17.13,28660000,1180,0
1337.83,17.43,28660000,1180,0
1338.04,18.57,28660000,1180,0
1315.16,16.93,28660000,1180,0
1359.81,17.6,28660000,1180,0
1344.73,16.77,28660000,1180,0
1273.18,17.6,28660000,1180,1
1374.9,18.67,28660000,1180,0
1340.82,20.03,28660000,1180,0
1300.21,21.6,28660000,1180,0
1128.86,22.53,28660000,1180,0
1231.29,18.5,28660000,1180,0
1179.88,15.43,28660000,1180,0
1144.49,20.1,28660000,1180,1
1301.7,19.03,28660000,1180,0
1297.72,17.47,28660000,1180,0
1340.12,18.53,28660000,1180,0
1324.54,19.27,28660000,1180,0
1340.75,19.53,28660000,1180,0
1328.98,17.77,28660000,1180,0
1239.65,19.1,28660000,1180,1
1308.18,18.3,28660000,1180,0
1299.16,20.17,28660000,1180,0
1307.01,21.13,28660000,1180,0
1256.65,22.83,28660000,1180,0
1253.08,21.47,28660000,1180,0
1250.29,19.6,28660000,1180,0
1178.55,20.7,28660000,1180,1
1264.44,19.53,28660000,1180,0
1269.07,20.17,28660000,1180,0
1262.47,20.57,28660000,1180,0
1291.83,20.73,28660000,1180,0
1284.2,20.2,28660000,1180,0
1291.94,20.5,28660000,1180,0
1145.95,18.93,28660000,1180,1
1272.52,21.37,28660000,1180,0
1283.7,22.37,28660000,1180,0
1281.65,22.57,28660000,1180,0
1288.57,23.1,28660000,1180,0
1256.32,24,28660000,1180,0
1242.8,23.77,28660000,1180,0
1171.7,22.27,28660000,1180,1
1213.58,24.13,28660000,1180,0
1175.96,23.33,28660000,1180,0
1176.2,24.1,28660000,1180,0
1187,23.17,28660000,1180,0
1190.48,23.27,28660000,1180,0
1103.53,20.77,28660000,1180,1
1098.83,23.93,28660000,1180,1
1198.95,26.03,28660000,1180,0
1131.53,25.3,28660000,1180,0
1134.85,24,28660000,1180,0
1185.52,17.67,28660000,1180,0
1171.16,22.87,28660000,1180,0
1168.58,24.37,28660000,1180,0
1100.36,26.2,28660000,1180,1
1189.2,25.1,28660000,1180,0
1185.17,26.3,28660000,1180,0
1196.2,26.17,28660000,1180,0
1143.56,25.57,28660000,1180,0
1174.1,25.4,28660000,1180,0
1152.16,24.3,28660000,1180,0
1131.57,22.07,28660000,1180,1
1134.41,24.73,28660000,1180,1
990.15,25.87,28660000,1180,1
959.09,26.4,28660000,1180,1
1016.71,27.63,28660000,1180,0
1124.64,28.83,28660000,1180,0
1088.62,22.4,28660000,1180,0
1045.08,25.03,28660000,1180,1
1152.41,26.97,28660000,1180,0
1206.2,27.03,28660000,1180,0
1189.6,27.43,28660000,1180,0
1153.28,27.7,28660000,1180,0
1177.92,27.13,28660000,1180,0
1088.53,29.03,28660000,1180,0
1036.81,26.77,28660000,1180,1
1040.28,25.8,28660000,1180,0
1098.74,26.03,28660000,1180,0
946.72,27.27,28660000,1180,0
905.6,28.57,28660000,1180,0
938.73,29.73,28660000,1180,0
904.01,30.83,28660000,1180,0
908.55,31.37,28660000,1180,1
930.73,31.23,28660000,1180,0
906.32,30.67,28660000,1180,0
941.24,30.43,28660000,1180,0
904.63,29.67,28660000,1180,0
951.66,30.4,28660000,1180,0
953.26,30.53,28660000,1180,0
935.21,30.4,28660000,1180,1
944.37,30.67,28660000,1180,0
964.01,31.07,28660000,1180,0
976.65,31.33,28660000,1180,0
978.45,30.8,28660000,1180,0
996.9,30.73,28660000,1180,0
993.68,31.67,28660000,1180,0
967.92,31,28660000,1180,1
961.58,30.27,28660000,1180,0
952.25,30.53,28660000,1180,1
944.94,30.2,28660000,1180,0
872.13,28.43,28660000,1180,0
933.11,29.07,28660000,1180,0
857.4,28.7,28660000,1180,0
859.38,29.23,28660000,1180,1
910.1,29.53,28660000,1180,0
966.93,29.83,28660000,1180,0
840.49,27.23,28660000,1180,0
868.11,26.63,28660000,1180,0
815.48,26.73,28660000,1180,0
892.49,25.93,28660000,1180,0
871.49,26.67,28660000,1180,1
881.25,26,28660000,1180,0
906.55,27.43,28660000,1180,0
862.76,28.9,28660000,1180,0
927.07,28.83,28660000,1180,0
922.81,29.1,28660000,1180,0
850.74,27,28660000,1180,1
941.57,29.5,28660000,1180,1
963.29,29.9,28660000,1180,0
928.07,27.27,28660000,1180,0
872.26,28.97,28660000,1180,0
886.97,29.07,28660000,1180,0
866.33,27.53,28660000,1180,1
1008.42,29.57,28660000,1180,0
983.5,30.43,28660000,1180,1
1003.75,29.4,28660000,1180,0
1008.43,28.47,28660000,1180,0
1023.63,30.8,28660000,1180,0
1000.8,32.1,28660000,1180,0
969.21,31.5,28660000,1180,0
1000.43,31.47,28660000,1180,0
939.64,32.9,28660000,1180,1
1062.16,32,28660000,1180,0
1064.32,31.63,28660000,1180,0
1052.69,31.53,28660000,1180,0
1001.15,30.43,28660000,1180,0
1067.1,30.97,28660000,1180,0
1047.01,29.93,28660000,1180,0
1080.59,29.87,28660000,1180,1
1013.4,31.97,28660000,1180,1
1051.01,31.2,28660000,1180,1
992,30.93,28660000,1180,0
988.03,27.8,28660000,1180,0
1077.7,29.63,28660000,1180,0
1067.48,29.87,28660000,1180,0
1023.96,29.83,28660000,1180,1
1022.07,28.93,28660000,1180,0
1099.66,31.3,28660000,1180,0
1136.78,31.73,28660000,1180,0
1095.45,31.67,28660000,1180,0
1037.28,28.7,28660000,1180,0
933.16,24.97,28660000,1180,0
943.71,28.03,28660000,1180,1
1125.26,31.2,28660000,1180,0
1135.5,32.1,28660000,1180,0
1184.52,32.6,28660000,1180,0
1231.63,33.23,28660000,1180,0
1156.83,32.8,28660000,1180,0
1163.61,32.67,28660000,1180,0
1108.54,31.43,28660000,1180,1
1176.37,31.33,28660000,1180,0
1134.99,31.33,28660000,1180,0
1139.61,29.63,28660000,1180,0
1156.34,32,28660000,1180,0
1073.22,31.1,28660000,1180,0
1108.84,28.4,28660000,1180,0
1115.55,29.62,28660000,1180,1
1160.59,30.63,28660000,1180,0
1107.2,29.6,28660000,1180,0
1190.76,31.1,28660000,1180,0
1189.46,33.07,28660000,1180,0
1109.48,26.63,28660000,1180,0
1147.83,29.47,28660000,1180,0
1104.34,31.37,28660000,1180,1
1105.72,28,28660000,1180,0
1124.09,29.77,28660000,1180,0
1203.86,31.73,28660000,1180,0
1236.46,32.93,28660000,1180,0
1256.95,31.87,28660000,1180,0
1193.9,29.07,28660000,1180,0
1170.09,30.57,28660000,1180,1
1227.88,32.7,28660000,1180,0
1186.29,31.67,28660000,1180,0
1191.62,30.03,28660000,1180,0
1300.36,28.57,28660000,1180,0
1293.36,30.03,28660000,1180,0
1204.6,28.57,28660000,1180,0
1196.64,28.97,28660000,1180,1
1244.72,28.57,28660000,1180,0
1258.5,29.23,28660000,1180,0
1267.35,30.13,28660000,1180,0
1369.52,32.17,28660000,1180,0
1280.91,32.47,28920000,1284,0
1341.55,31.3,28920000,1284,0
1235.72,28.87,28920000,1284,1
1157.84,26.07,28920000,1284,0
1193.16,25.53,28920000,1284,0
1210.38,29.63,28920000,1284,0
1293.72,31.37,28920000,1284,0
1233.45,29.23,28920000,1284,0
1179.3,29.27,28920000,1284,0
1231.12,31.07,28920000,1284,1
1373.09,32.37,28920000,1284,0
1320.93,30.27,28920000,1284,0
1229.91,28.97,28920000,1284,0
1297.15,30.93,28920000,1284,0
1254.49,29.2,28920000,1284,0
1302.35,30.1,28920000,1284,0
1278.71,30.63,28920000,1284,1
1367.18,33.4,28920000,1284,0
1348.76,32.9,28920000,1284,0
1407.67,35.53,28920000,1284,0
1373.39,32.83,28920000,1284,0
1292.56,32.63,28920000,1284,0
1432.99,32.6,28920000,1284,0
1407.81,30.37,28920000,1284,1
1335.89,30.8,28920000,1284,0
1345.72,30.33,28920000,1284,0
1266.93,30.73,28920000,1284,0
1255.32,28.07,28920000,1284,0
1326.26,31.8,28920000,1284,0
1302.33,33.03,28920000,1284,0
1207.4,31.1,28920000,1284,1
1330.45,31.2,28920000,1284,0
1306.08,31.63,28920000,1284,0
1272.98,27.93,28920000,1284,0
1217.18,31.4,28920000,1284,0
1163.63,32.4,28920000,1284,0
1158.99,31.5,28920000,1284,0
1208.84,30.4,28920000,1284,1
1199.34,32.5,28920000,1284,0
1235.94,32.27,28920000,1284,0
1274.55,33.17,28920000,1284,0
1227.03,32.03,28920000,1284,0
1206.48,28.8,28920000,1284,0
1227.66,30.77,28920000,1284,0
